Country,Year,Disorder,Sex,AgeGroup,Prevalence_percent,Source
Italy,2022,TDAH,Male,0-14,8.15,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Male,15-24,4.75,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Male,25-64,2.82,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Male,65+,0.8,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Female,0-14,5.28,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Female,15-24,2.55,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Female,25-64,1.67,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TDAH,Female,65+,0.27,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Male,0-14,0.6,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Male,15-24,0.94,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Male,25-64,1.19,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Male,65+,1.07,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Female,0-14,0.74,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Female,15-24,0.85,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Female,25-64,1.23,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,TOC,Female,65+,1.1,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Male,0-14,0.21,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Male,15-24,0.58,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Male,25-64,2.41,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Male,65+,1.64,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Female,0-14,0.21,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Female,15-24,0.57,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Female,25-64,2.71,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Trastorno Bipolar,Female,65+,1.74,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Male,0-14,0.13,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Male,15-24,0.55,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Male,25-64,0.81,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Male,65+,0.44,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Female,0-14,0.05,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Female,15-24,0.56,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Female,25-64,0.65,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2022,Esquizofrenia,Female,65+,0.39,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Male,0-14,1.31,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Male,15-24,0.79,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Male,25-64,0.46,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Male,65+,0.25,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Female,0-14,0.67,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Female,15-24,0.46,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Female,25-64,0.27,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TEA,Female,65+,0.15,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Male,0-14,8.1,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Male,15-24,4.8,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Male,25-64,2.56,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Male,65+,0.76,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Female,0-14,4.86,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Female,15-24,2.63,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Female,25-64,1.54,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TDAH,Female,65+,0.2,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Male,0-14,0.72,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Male,15-24,0.75,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Male,25-64,1.36,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Male,65+,0.93,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Female,0-14,0.77,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Female,15-24,0.81,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Female,25-64,1.36,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,TOC,Female,65+,1.24,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Male,0-14,0.26,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Male,15-24,0.63,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Male,25-64,2.49,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Male,65+,1.79,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Female,0-14,0.26,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Female,15-24,0.72,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Female,25-64,2.64,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Trastorno Bipolar,Female,65+,1.6,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Male,0-14,0.11,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Male,15-24,0.49,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Male,25-64,0.71,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Male,65+,0.46,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Female,0-14,0.05,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Female,15-24,0.52,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Female,25-64,0.68,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2023,Esquizofrenia,Female,65+,0.39,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Male,0-14,1.19,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Male,15-24,0.92,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Male,25-64,0.48,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Male,65+,0.3,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Female,0-14,0.64,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Female,15-24,0.46,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Female,25-64,0.29,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TEA,Female,65+,0.18,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Male,0-14,7.4,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Male,15-24,4.63,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Male,25-64,2.67,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Male,65+,0.56,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Female,0-14,4.49,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Female,15-24,2.76,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Female,25-64,1.73,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TDAH,Female,65+,0.09,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Male,0-14,0.67,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Male,15-24,0.85,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Male,25-64,1.35,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Male,65+,0.84,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Female,0-14,0.71,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Female,15-24,0.95,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Female,25-64,1.25,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,TOC,Female,65+,1.15,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Male,0-14,0.31,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Male,15-24,0.64,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Male,25-64,2.61,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Male,65+,1.6,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Female,0-14,0.29,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Female,15-24,0.72,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Female,25-64,2.77,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Trastorno Bipolar,Female,65+,1.82,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Male,0-14,0.09,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Male,15-24,0.53,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Male,25-64,0.67,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Male,65+,0.48,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Female,0-14,0.07,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Female,15-24,0.55,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Female,25-64,0.71,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2024,Esquizofrenia,Female,65+,0.45,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Male,0-14,1.19,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Male,15-24,0.87,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Male,25-64,0.55,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Male,65+,0.28,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Female,0-14,0.69,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Female,15-24,0.49,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Female,25-64,0.3,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TEA,Female,65+,0.19,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Male,0-14,6.92,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Male,15-24,4.53,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Male,25-64,2.58,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Male,65+,0.51,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Female,0-14,4.48,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Female,15-24,2.37,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Female,25-64,1.39,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TDAH,Female,65+,0.0,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Male,0-14,0.58,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Male,15-24,0.85,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Male,25-64,1.11,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Male,65+,1.04,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Female,0-14,0.52,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Female,15-24,0.85,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Female,25-64,1.48,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,TOC,Female,65+,1.13,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Male,0-14,0.37,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Male,15-24,0.69,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Male,25-64,3.01,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Male,65+,1.78,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Female,0-14,0.39,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Female,15-24,0.82,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Female,25-64,3.15,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Trastorno Bipolar,Female,65+,1.92,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Male,0-14,0.14,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Male,15-24,0.59,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Male,25-64,0.84,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Male,65+,0.5,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Female,0-14,0.09,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Female,15-24,0.53,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Female,25-64,0.62,Simulated educational dataset based on WHO/IHME global patterns (imputed)
Italy,2025,Esquizofrenia,Female,65+,0.39,Simulated educational dataset based on WHO/IHME global patterns (imputed)
